name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,type,style,course_type,complexity,season
Slow Cooker Corned Beef and Cabbage with Dijon Stout Gravy,21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free]",[high-fiber],"['butter', 'carrots', 'cream', 'flour', 'parsley', 'pepper', 'salt']","[salty, sour, umami]",6634.494581481944,pasta,fusion,main_course,medium,['winter']
Cincinnati Chili,21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[high-fiber],"['cinnamon', 'cumin', 'onion', 'pepper', 'salt', 'sugar']","[salty, umami, fatty]",4581.343072286572,broth,gourmet,main_course,medium,['winter']
Pork and Sausage Jambalaya,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['celery', 'oil', 'onion']","[fatty, salty]",2503.619391433557,vegetable,regional,main_course,high,['winter']
Baja Style Shrimp Tacos with Chipotle Lime Crema,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, pescatarian, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, pork-free, red-meat-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['carrots', 'cilantro', 'salt']","[salty, umami, fatty]",1830.852014499446,fish,sibarita,main_course,medium,['summer']
Lemony Egg in a Spinach-Chickpea Nest,3.5,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['egg', 'lemon', 'oil', 'pepper']",[neutral],293.5846612504648,meat,fusion,main_course,medium,['winter']
Mini Bourbon Pumpkin Mascarpone Cheesecakes with Biscoff Crust and Maple Whipped Cream,28.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[],"['butter', 'cream', 'egg', 'sugar', 'vanilla']","[fatty, salty]",4146.916366029074,egg,classic,dessert,high,['winter']
7 Layer Mexican Street Corn Salad,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free]","[high-fiber, low-carb]","['butter', 'cilantro', 'cumin', 'honey', 'oil', 'salt', 'sugar']","[salty, umami, fatty]",4527.334282325724,tapas,regional,starter,medium,['winter']
Red Beans and Rice Soup with Kielbasa,14.0,"[red wine, herbal tea]",[spoon],hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[balanced],"['celery', 'garlic', 'oil', 'onion', 'pepper', 'salt']","[salty, sour]",1769.0096587375003,legume,fusion,starter,medium,['winter']
Okra Curd Salad - Bendakaya Perugu Pachadi,14.0,"[red wine, herbal tea]",[fork],cold,"[sugar-conscious, kidney-friendly, keto-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, low-sodium]","['cilantro', 'salt']",[sour],205.6085000034953,legume,sibarita,starter,low,['spring']
Chicken Schnitzel,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['cheese', 'egg', 'oil', 'pepper', 'salt']","[salty, umami, fatty]",3054.2437500000005,meat,regional,main_course,high,"['autumn', 'winter']"
Brown Sugar-Cinnamon Peach Pie,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cinnamon', 'egg', 'flour', 'salt', 'sugar', 'water']","[sweet, salty, fatty]",5762.375433311999,poultry,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
"""Cuppa Cuppa Cuppa Sticka"" Peach and Blueberry Cobbler",28.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",2447.038,snack,classical,dessert,medium,['winter']
Horseradish Cauliflower Mash,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]",[low-sodium],['cream'],[sour],363.647615625,vegetable,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Peach Tomato Tart,42.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'egg', 'sugar']","[sweet, fatty]",8067.843959566666,soup,sibarita,dessert,medium,['spring']
Almond Butter Bars,42.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, dairy-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[balanced, high-fiber, low-sodium]",['honey'],[fatty],3887.6699999998673,salad,sibarita,dessert,low,['summer']
Lemon Butter Green Beans with Almonds,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[],"['butter', 'lemon', 'salt']",[sour],501.7716347,rice,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Chocolate Fondant,14.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[low-sodium],"['butter', 'egg', 'flour']",[sweet],1317.849082156937,fish,sibarita,dessert,high,['winter']
Tom's Tasty Tomato Soup with Brown Butter Croutons,21.0,"[red wine, herbal tea]",[spoon],hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'garlic', 'oil', 'onion', 'pepper', 'salt', 'sugar', 'water']","[salty, sweet]",1064.4207916666987,meat,sibarita,starter,medium,['autumn']
Bourbon Fig Swirled Brown Butter Banana Bread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[high-fiber],"['butter', 'egg', 'flour', 'leavening', 'milk', 'salt', 'vanilla', 'water']","[sweet, fatty, salty]",3209.046,egg,sibarita,starter,high,['winter']
Chili Roasted Potatoes,17.5,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['cumin', 'oil', 'pepper', 'salt']",[sour],962.1349998,fruit,modern,starter,medium,['autumn']
Triple-Layered Spiced Apple Carrot Cake with Goat Cheese Frosting,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'carrots', 'cinnamon', 'cream', 'egg', 'flour', 'leavening', 'oil', 'pepper', 'sugar', 'vanilla']","[sweet, salty, fatty]",8108.501340750559,snack,regional,dessert,high,['spring']
Grilled Chicken and Peaches,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['garlic', 'oil', 'salt']","[salty, umami]",1934.0526880023808,snack,modern,main_course,medium,['summer']
Classic Potato Salad,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['parsley', 'pepper', 'salt']",[salty],1799.4605000323309,snack,regional,starter,low,['autumn']
"Chocolate Chip Peanut Butter Cookie Dough Energy Bites (sugar free/low sugar, gluten free, vegan)",70.0,"[red wine, herbal tea]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['cinnamon', 'salt', 'vanilla']",[fatty],2764.8620000000005,snack,fusion,dessert,low,['winter']
Ombre Heart-Shaped Pancakes (Without Eggs),14.0,"[red wine, white wine]",[],warm,"[low potassium, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla', 'water']",[bitter],1102.476999999524,snack,classical,dessert,medium,['summer']
Russian Tomato and Cucumber Salad,10.5,"[red wine, herbal tea]",[fork],cold,"[vegetarian, pescatarian, paleo, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[low-carb],"['onion', 'pepper', 'salt']",[salty],526.9261449999999,snack,classic,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Smoky Refried Beans,24.5,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[high-fiber],"['garlic', 'onion']",[salty],1964.643869645833,snack,modern,main_course,low,['autumn']
5-Ingredient Smoked Salmon and Potato Salad,21.0,"[red wine, herbal tea]",[fork],cold,"[sugar-conscious, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[balanced],"['cream', 'lemon', 'parsley', 'pepper', 'salt']","[sour, salty]",1157.814740288277,snack,gourmet,starter,medium,['winter']
Spicy Sausage Alfredo,21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'cream', 'garlic', 'salt']","[fatty, salty]",3703.2727499998928,snack,modern,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Makeover Garlic Chicken Spaghetti 4,28.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[],"['cheese', 'flour', 'oil', 'parsley', 'pepper', 'salt', 'water']","[umami, salty]",3261.500724200016,snack,gourmet,main_course,medium,['winter']
Slow-Cooker Mexican Lentil Stew with Chorizo,35.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[balanced, high-fiber]","['carrots', 'celery', 'cream', 'onion', 'pepper', 'salt']","[salty, sour]",2303.1658193246813,legume,modern,main_course,high,['summer']
Carrot Cake with Honey and Whole Wheat Flour,42.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['carrots', 'cinnamon', 'egg', 'honey', 'leavening', 'milk', 'salt']","[fatty, salty]",3525.327833333333,soup,gourmet,dessert,medium,['winter']
Cranberry Orange Glazed Green Beans,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-fiber, low-fat]","['oil', 'pepper', 'salt']","[sweet, sour]",453.4514124777778,cream,modern,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Eggs Benedict with Avocado,21.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['butter', 'egg', 'parsley']",[fatty],1186.9499535999998,rice,sibarita,main_course,low,['spring']
Butter Flavored Crisco Ultimate Chocolate Chip Cookie,126.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['egg', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",4475.87,salad,modern,dessert,low,['summer']
Spring Battenburg Cake,24.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'leavening', 'milk', 'salt', 'sugar']","[sweet, fatty]",6802.297057018133,fish,regional,dessert,medium,['autumn']
Virtually Syn Free Slimming World Chips,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, immuno-supportive]",[],"['oil', 'pepper', 'salt']","[sour, fatty]",948.35963,meat,fusion,main_course,low,['winter']
Cheeseburger Soup,21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['carrots', 'celery', 'cream', 'flour', 'milk', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",3660.75809566915,egg,classic,starter,medium,['spring']
Sour Cream Pudding Cake,28.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, egg-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['cream', 'flour', 'leavening', 'salt', 'sugar', 'water']",[sweet],2862.481042444761,tapas,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Baby Kale Stir-Fried with Oyster Sauce,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, dairy-free, egg-free, peanut-free, tree-nut-free, celery-free, mustard-free, sesame-free, lupine-free, alcohol-free]",[],"['garlic', 'pepper', 'sugar', 'water']",[sour],325.8759829760689,fruit,sibarita,main_course,high,['winter']
Aloo Gobi; Potato & Cauliflower,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['cilantro', 'garlic', 'salt', 'water']","[salty, sour]",749.8048809750002,snack,classical,main_course,medium,['autumn']
Italian Guazzetto Oxtail,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[low-carb],"['oil', 'onion', 'pepper', 'salt']","[salty, fatty]",1244.8737961678423,snack,regional,main_course,high,['winter']
Overnight Soft Rolls,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'flour', 'salt', 'sugar', 'water']","[sweet, salty, fatty]",2752.194,snack,sibarita,starter,low,['winter']
Review: Banana Muffins,35.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cinnamon', 'egg', 'leavening', 'lemon', 'oil', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",2904.214000016739,snack,modern,dessert,medium,['spring']
Orange Dream Cups,28.0,"[red wine, herbal tea]",[],warm,"[kidney-friendly, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]","[low-fat, low-sodium]",['water'],"[sweet, sour]",749.175,snack,sibarita,dessert,low,['summer']
Brown-Bag Burritos,52.5,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['garlic', 'onion', 'salt', 'water']","[salty, umami, fatty]",4664.0843406,snack,classic,main_course,medium,['autumn']
Balsamic Butterscotch Sauce,14.0,"[red wine, herbal tea]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cream', 'salt', 'sugar']","[sweet, fatty]",1932.3566666666668,snack,fusion,dessert,high,['winter']
Raspberry Curd Hearts,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-fiber, low-sodium]","['egg', 'lemon', 'oil', 'vanilla', 'water']",[fatty],1820.1043183292425,poultry,sibarita,dessert,low,['spring']
Mom's Paprika Chicken with Potatoes,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['butter', 'carrots', 'garlic', 'pepper', 'salt']","[salty, sour]",2018.36198275,vegetable,regional,main_course,medium,['summer']
Katie's Homemade Granola,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'honey', 'leavening', 'vanilla', 'water']","[umami, fatty]",8137.867,meat,classic,dessert,low,['autumn']
Banana Pudding,28.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'flour', 'milk', 'salt']","[sweet, salty, fatty]",1758.4697649626803,fruit,modern,dessert,medium,['winter']
Irish Soda Bread (Gluten-Free),42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar']","[sweet, salty]",3442.811999999524,snack,fusion,starter,medium,['spring']
30 mins Broccoli Pasta,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[balanced],"['cheese', 'garlic', 'lemon', 'oil', 'pepper', 'salt']","[sour, salty]",1505.1089246543002,soup,sibarita,main_course,medium,['summer']
Spider Pot Pie,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]","[balanced, high-fiber]","['butter', 'garlic', 'pepper', 'salt', 'water']",[salty],1836.4746625628893,cream,classical,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Sous Vide Duck Breast a l’Orange,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'garlic']",[sour],670.1160391155,rice,fusion,main_course,high,['winter']
Brandy Infused Portokalopita (Orange Phyllo Cake),35.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[],"['egg', 'leavening', 'sugar', 'vanilla', 'water']","[sweet, salty, sour]",5751.721381555775,legume,sibarita,dessert,high,['spring']
Cornbread Cups,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['butter', 'egg', 'flour', 'garlic', 'salt']","[fatty, salty]",3135.6115,fish,regional,starter,medium,['winter']
A Day at the Beach Pudding Dessert,35.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'milk', 'vanilla']","[sweet, fatty]",2735.031489876429,broth,classic,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Chicken & Egg Drop Soup,14.0,"[red wine, white wine]",[spoon],hot,"[sugar-conscious, keto-friendly, dairy-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[high-protein, low-carb]",['egg'],"[salty, umami]",853.7244444444447,vegetable,regional,starter,medium,['autumn']
Spinach and Artichoke Chicken Skillet,17.5,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[high-fiber, low-carb]","['oil', 'pepper', 'salt']","[salty, umami, fatty]",4448.111008087389,fruit,sibarita,main_course,low,['spring']
Protein - Packed Peppers,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]","[high-fiber, low-fat]","['cumin', 'garlic', 'salt']","[salty, sour]",1174.730658326557,snack,modern,main_course,medium,['summer']
